■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2022-01-20,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202101~202101   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2021년 01월,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
417,월세 대신 몸을 요구하는 여주인,2021-01-19,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,욕구불만녀:누구라도 오케이,2021-01-19,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,새엄마들:대물이 필요해,2021-01-19,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,쌓여버린 욕정:너무 하고싶어요,2021-01-19,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,A형젖큰여자친구,2021-01-29,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠
417,SNS 러브,2021-01-28,"1,000",0.0%,"1,000",1,1,1,1,미국,미국,컴퍼니 엘론(주)
417,새엄마의 섹스 스캔들,2021-01-25,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,음란한 회의실:신입 여직원과,2021-01-25,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,뜨거운 방판녀:농익은 영업기술,2021-01-25,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,괜찮아 몽정이야,2021-01-25,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,윤스
417,달콤한 처제,2021-01-25,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,윤스
417,러브액츄얼리: 크리스마스 에디션,2013-12-18,"8,000",0.0%,"250,185,647",1,"32,741",1,1,미국,"미국,영국",(주)팝엔터테인먼트
417,캡틴 판타스틱,2016-11-30,"8,000",0.0%,"123,939,700",1,"16,187",1,1,미국,미국,"(주)팝엔터테인먼트,주식회사 더쿱"
417,나쁜 섹스 : 그놈에게 당한 날 무삭제,2021-01-19,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,착한 형부 무삭제,2021-01-26,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,엄마의 사랑 무삭제,2021-01-12,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,바람피기 좋은 하루 무삭제,2021-01-26,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,연애 : 아빠친구 무삭제,2021-01-12,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,맛있는 동거 2 무삭제,2021-01-18,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,완벽한 여자 무삭제판,,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영진크리에이티브
417,개인교수 : 세 여자의 섹스수업,2021-01-01,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,삼촌의 여자들 무삭제,2021-01-07,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,패티쉬 : 흥분한 남자들,2021-01-01,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,화끈한 미용실 무삭제,2021-01-02,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,어린 구멍 - 무삭제판,2021-01-21,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지
417,무적 철교삼,,"1,000",0.0%,"1,000",1,1,1,1,중국,중국,(주)위즈덤필름
417,성적은 크기순이 아니잖아,2021-01-28,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지
417,남친을 훔치는 완벽한 방법,2021-01-20,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,P&미디어
417,웬디고: 전설의 몬스터,2021-01-25,"1,000",0.0%,"1,000",1,1,1,1,미국,미국,(주)영화사 안다미로
417,자매 : 탐스러운 가슴,2021-01-01,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,O형수박가슴가정부,2021-01-08,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠
417,다 해주는 친구엄마,2021-01-08,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,그녀의 은밀한 아르바이트,2021-01-04,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,음탕한 슬렌더 그녀,2021-01-05,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)빅콘미디어
417,가슴이 이쁜 그녀와 섹스판타지,2021-01-05,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)빅콘미디어
417,음탕한 유부녀의 밀회,2021-01-04,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,음란한 유부녀들:남편친구와 정사,2021-01-04,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,바람난 아내:남편상사와 아찔한 섹스,2021-01-04,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,섹귀 : 섹스에 미친 귀신들,2021-01-06,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,주식회사 플릭스코
417,내여자에게 남자가 생겼다,2021-01-28,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)디에이치미디어
417,친구엄마들 3,2021-01-05,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,가슴큰친구누나들-무삭제,2021-01-06,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠
417,온천장 붕가붕가,2021-01-06,"1,000",0.0%,"1,000",1,1,1,1,일본,일본,주식회사 미콘
417,D컵여자친구-무삭제,2021-01-13,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠
417,구멍새댁,2021-01-11,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,김비서는 정말 왜 그럴까? - 무삭제판,2021-01-13,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지
417,형수 길들이기 - 무삭제판,2021-01-27,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)컨텐츠 빌리지
417,외출 3 무삭제,2021-01-02,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,이스트 드래곤: 고대 왕릉의 비밀,,"1,000",0.0%,"1,000",1,1,1,1,중국,중국,
417,스와핑 : 내 아내의 친구 무삭제,2021-01-19,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
417,고독의 의리,2021-01-15,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,버스납치,2021-01-15,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,쾌락마사지:낯선 남자들의 손기술,2021-01-08,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,내 아내의 스캔들,2021-01-08,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
417,젊은형수:한 번 해볼래?,2021-01-08,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
478,장군의 아들,1990-06-09,0,0.0%,"5,959,000",0,"2,974",1,2,한국,한국,
478,투캅스,1993-12-18,0,0.0%,"220,000",0,41,1,2,한국,한국,
478,후쿠오카,2020-08-27,0,0.0%,"44,039,020",0,"5,447",1,1,한국,한국,"(주)률필름,㈜인디스토리"
478,주유소 습격사건,1999-10-02,0,0.0%,0,0,0,1,1,한국,한국,(주)시네마서비스
478,야구소녀,2020-06-18,0,0.0%,"319,360,720",0,"37,409",1,1,한국,한국,"(주)싸이더스,찬란"
478,여고괴담,1998-05-30,0,0.0%,"274,500",0,41,1,1,한국,한국,
합계,,,"15,793,377,040",,"724,306,492,023","1,786,117","89,585,109","15,028","223,012",,,
